Iteration,Type,Sentence,Category,Correct Response
1,simple_pos,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have the digit 8?",experimental,"['06180888', '85011310', '09549875']"
1,simple_neg,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers do not have the digit 6?",experimental,"['85011310', '09549875', '23437552']"
1,simple_pos_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have the digits 6 or 8?",experimental,"(['06180888', '85011310', '67175093', '09549875', '79167597'], ['85011310', '67175093', '09549875', '79167597'])"
1,comp_pos_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have either the digits 6 or 8?",experimental,"(['85011310', '67175093', '09549875', '79167597'], ['06180888', '85011310', '67175093', '09549875', '79167597'])"
1,simple_neg_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers do not have the digits 6 or 8?",experimental,"(['23437552'], ['85011310', '67175093', '09549875', '79167597', '23437552'])"
1,comp_neg_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers do not have either the digits 8 or 3?",experimental,"(['85011310', '79167597'], ['79167597'])"
1,simple_neg_conj,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers do not have the digits 8 and 3?",experimental,"(['06180888', '67175093', '09549875', '79167597', '23437552'], ['79167597'])"
1,inc_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have the digit 8 or 3 or both?",control,"['06180888', '85011310', '67175093', '09549875', '23437552']"
1,ex_dis,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have the digit 3 or 6, but not both?",control,"['06180888', '85011310', '79167597', '23437552']"
1,comp_neg,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have neither the digit 8 nor 6?",control,['23437552']
1,simple_pos_conj,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers have the digits 6 and 8?",control,['06180888']
1,comp_neg_conj,"In the list of numbers: 06180888, 85011310, 67175093, 09549875, 79167597, 23437552, which numbers do not have both the digits 3 and 6?",control,"(['06180888', '85011310', '09549875', '79167597', '23437552'], ['09549875'])"
2,simple_pos,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have the digit 1?",experimental,"['76513282', '41431201', '69777137']"
2,simple_neg,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers do not have the digit 1?",experimental,"['04930587', '50689723', '22034754']"
2,simple_pos_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have the digits 4 or 1?",experimental,"(['04930587', '76513282', '41431201', '22034754', '69777137'], ['04930587', '76513282', '22034754', '69777137'])"
2,comp_pos_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have either the digits 8 or 4?",experimental,"(['76513282', '41431201', '50689723', '22034754'], ['04930587', '76513282', '41431201', '50689723', '22034754'])"
2,simple_neg_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers do not have the digits 1 or 8?",experimental,"(['22034754'], ['04930587', '41431201', '50689723', '22034754', '69777137'])"
2,comp_neg_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers do not have either the digits 1 or 4?",experimental,"(['41431201', '50689723'], ['50689723'])"
2,simple_neg_conj,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers do not have the digits 4 and 8?",experimental,"(['76513282', '41431201', '50689723', '22034754', '69777137'], ['69777137'])"
2,inc_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have the digit 8 or 4 or both?",control,"['04930587', '76513282', '41431201', '50689723', '22034754']"
2,ex_dis,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have the digit 1 or 4, but not both?",control,"['04930587', '76513282', '22034754', '69777137']"
2,comp_neg,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have neither the digit 1 nor 4?",control,['50689723']
2,simple_pos_conj,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers have the digits 1 and 4?",control,['41431201']
2,comp_neg_conj,"In the list of numbers: 04930587, 76513282, 41431201, 50689723, 22034754, 69777137, which numbers do not have both the digits 4 and 8?",control,"(['76513282', '41431201', '50689723', '22034754', '69777137'], ['69777137'])"
3,simple_pos,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have the digit 8?",experimental,"['62391587', '11085848', '26081817']"
3,simple_neg,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers do not have the digit 4?",experimental,"['62391587', '61315192', '26081817']"
3,simple_pos_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have the digits 4 or 8?",experimental,"(['96257425', '62391587', '11085848', '22657342', '26081817'], ['96257425', '62391587', '22657342', '26081817'])"
3,comp_pos_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have either the digits 4 or 8?",experimental,"(['96257425', '62391587', '22657342', '26081817'], ['96257425', '62391587', '11085848', '22657342', '26081817'])"
3,simple_neg_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers do not have the digits 8 or 4?",experimental,"(['61315192'], ['96257425', '62391587', '61315192', '22657342', '26081817'])"
3,comp_neg_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers do not have either the digits 9 or 4?",experimental,"(['96257425', '26081817'], ['26081817'])"
3,simple_neg_conj,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers do not have the digits 8 and 9?",experimental,"(['96257425', '11085848', '61315192', '22657342', '26081817'], ['22657342'])"
3,inc_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have the digit 9 or 8 or both?",control,"['96257425', '62391587', '11085848', '61315192', '26081817']"
3,ex_dis,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have the digit 4 or 8, but not both?",control,"['96257425', '62391587', '22657342', '26081817']"
3,comp_neg,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have neither the digit 8 nor 4?",control,['61315192']
3,simple_pos_conj,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers have the digits 4 and 8?",control,['11085848']
3,comp_neg_conj,"In the list of numbers: 96257425, 62391587, 11085848, 61315192, 22657342, 26081817, which numbers do not have both the digits 4 and 8?",control,"(['96257425', '62391587', '61315192', '22657342', '26081817'], ['61315192'])"
4,simple_pos,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have the digit 8?",experimental,"['57726843', '86809712', '83363738']"
4,simple_neg,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers do not have the digit 8?",experimental,"['97522911', '41556430', '01293963']"
4,simple_pos_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have the digits 5 or 8?",experimental,"(['57726843', '97522911', '86809712', '41556430', '83363738'], ['97522911', '86809712', '41556430', '83363738'])"
4,comp_pos_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have either the digits 8 or 5?",experimental,"(['97522911', '86809712', '41556430', '83363738'], ['57726843', '97522911', '86809712', '41556430', '83363738'])"
4,simple_neg_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers do not have the digits 8 or 9?",experimental,"(['41556430'], ['57726843', '97522911', '41556430', '83363738', '01293963'])"
4,comp_neg_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers do not have either the digits 8 or 9?",experimental,"(['86809712', '41556430'], ['41556430'])"
4,simple_neg_conj,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers do not have the digits 8 and 9?",experimental,"(['57726843', '97522911', '41556430', '83363738', '01293963'], ['41556430'])"
4,inc_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have the digit 8 or 5 or both?",control,"['57726843', '97522911', '86809712', '41556430', '83363738']"
4,ex_dis,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have the digit 9 or 8, but not both?",control,"['57726843', '97522911', '83363738', '01293963']"
4,comp_neg,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have neither the digit 5 nor 9?",control,['83363738']
4,simple_pos_conj,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers have the digits 9 and 8?",control,['86809712']
4,comp_neg_conj,"In the list of numbers: 57726843, 97522911, 86809712, 41556430, 83363738, 01293963, which numbers do not have both the digits 8 and 9?",control,"(['57726843', '97522911', '41556430', '83363738', '01293963'], ['41556430'])"
5,simple_pos,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have the digit 5?",experimental,"['24459199', '69798953', '07977500']"
5,simple_neg,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers do not have the digit 4?",experimental,"['69798953', '07977500', '80292361']"
5,simple_pos_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have the digits 6 or 5?",experimental,"(['24459199', '69798953', '39666478', '07977500', '80292361'], ['24459199', '39666478', '07977500', '80292361'])"
5,comp_pos_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have either the digits 6 or 4?",experimental,"(['24459199', '69798953', '48402202', '80292361'], ['24459199', '69798953', '39666478', '48402202', '80292361'])"
5,simple_neg_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers do not have the digits 6 or 4?",experimental,"(['07977500'], ['24459199', '69798953', '07977500', '48402202', '80292361'])"
5,comp_neg_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers do not have either the digits 6 or 4?",experimental,"(['39666478', '07977500'], ['07977500'])"
5,simple_neg_conj,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers do not have the digits 4 and 5?",experimental,"(['69798953', '39666478', '07977500', '48402202', '80292361'], ['80292361'])"
5,inc_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have the digit 5 or 6 or both?",control,"['24459199', '69798953', '39666478', '07977500', '80292361']"
5,ex_dis,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have the digit 4 or 5, but not both?",control,"['69798953', '39666478', '07977500', '48402202']"
5,comp_neg,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have neither the digit 4 nor 6?",control,['07977500']
5,simple_pos_conj,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers have the digits 4 and 5?",control,['24459199']
5,comp_neg_conj,"In the list of numbers: 24459199, 69798953, 39666478, 07977500, 48402202, 80292361, which numbers do not have both the digits 6 and 4?",control,"(['24459199', '69798953', '07977500', '48402202', '80292361'], ['07977500'])"
6,simple_pos,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have the digit 9?",experimental,"['90537024', '91509142', '92055264']"
6,simple_neg,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers do not have the digit 1?",experimental,"['90537024', '38424305', '92055264']"
6,simple_pos_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have the digits 9 or 3?",experimental,"(['90537024', '68661334', '91509142', '38424305', '92055264'], ['68661334', '91509142', '38424305', '92055264'])"
6,comp_pos_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have either the digits 9 or 3?",experimental,"(['68661334', '91509142', '38424305', '92055264'], ['90537024', '68661334', '91509142', '38424305', '92055264'])"
6,simple_neg_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers do not have the digits 3 or 9?",experimental,"(['25416078'], ['68661334', '91509142', '38424305', '92055264', '25416078'])"
6,comp_neg_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers do not have either the digits 9 or 3?",experimental,"(['90537024', '25416078'], ['25416078'])"
6,simple_neg_conj,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers do not have the digits 9 and 3?",experimental,"(['68661334', '91509142', '38424305', '92055264', '25416078'], ['25416078'])"
6,inc_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have the digit 3 or 1 or both?",control,"['90537024', '68661334', '91509142', '38424305', '25416078']"
6,ex_dis,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have the digit 9 or 1, but not both?",control,"['90537024', '68661334', '92055264', '25416078']"
6,comp_neg,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have neither the digit 3 nor 1?",control,['92055264']
6,simple_pos_conj,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers have the digits 3 and 1?",control,['68661334']
6,comp_neg_conj,"In the list of numbers: 90537024, 68661334, 91509142, 38424305, 92055264, 25416078, which numbers do not have both the digits 9 and 1?",control,"(['90537024', '68661334', '38424305', '92055264', '25416078'], ['38424305'])"
7,simple_pos,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have the digit 4?",experimental,"['27342117', '34433608', '84817856']"
7,simple_neg,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers do not have the digit 4?",experimental,"['12639012', '33365252', '66395905']"
7,simple_pos_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have the digits 2 or 0?",experimental,"(['27342117', '12639012', '34433608', '33365252', '66395905'], ['27342117', '34433608', '33365252', '66395905'])"
7,comp_pos_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have either the digits 0 or 2?",experimental,"(['27342117', '34433608', '33365252', '66395905'], ['27342117', '12639012', '34433608', '33365252', '66395905'])"
7,simple_neg_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers do not have the digits 2 or 4?",experimental,"(['66395905'], ['12639012', '34433608', '33365252', '84817856', '66395905'])"
7,comp_neg_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers do not have either the digits 4 or 0?",experimental,"(['34433608', '33365252'], ['33365252'])"
7,simple_neg_conj,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers do not have the digits 2 and 0?",experimental,"(['27342117', '34433608', '33365252', '84817856', '66395905'], ['84817856'])"
7,inc_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have the digit 2 or 4 or both?",control,"['27342117', '12639012', '34433608', '33365252', '84817856']"
7,ex_dis,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have the digit 2 or 0, but not both?",control,"['27342117', '34433608', '33365252', '66395905']"
7,comp_neg,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have neither the digit 4 nor 0?",control,['33365252']
7,simple_pos_conj,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers have the digits 0 and 4?",control,['34433608']
7,comp_neg_conj,"In the list of numbers: 27342117, 12639012, 34433608, 33365252, 84817856, 66395905, which numbers do not have both the digits 4 and 0?",control,"(['27342117', '12639012', '33365252', '84817856', '66395905'], ['33365252'])"
8,simple_pos,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have the digit 5?",experimental,"['36654080', '26792521', '58372724']"
8,simple_neg,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers do not have the digit 5?",experimental,"['99264077', '70832037', '67893342']"
8,simple_pos_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have the digits 5 or 9?",experimental,"(['99264077', '36654080', '26792521', '67893342', '58372724'], ['99264077', '36654080', '67893342', '58372724'])"
8,comp_pos_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have either the digits 5 or 0?",experimental,"(['99264077', '26792521', '70832037', '58372724'], ['99264077', '36654080', '26792521', '70832037', '58372724'])"
8,simple_neg_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers do not have the digits 9 or 0?",experimental,"(['58372724'], ['36654080', '26792521', '70832037', '67893342', '58372724'])"
8,comp_neg_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers do not have either the digits 5 or 9?",experimental,"(['26792521', '70832037'], ['70832037'])"
8,simple_neg_conj,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers do not have the digits 9 and 0?",experimental,"(['36654080', '26792521', '70832037', '67893342', '58372724'], ['58372724'])"
8,inc_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have the digit 9 or 5 or both?",control,"['99264077', '36654080', '26792521', '67893342', '58372724']"
8,ex_dis,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have the digit 0 or 5, but not both?",control,"['99264077', '26792521', '70832037', '58372724']"
8,comp_neg,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have neither the digit 5 nor 9?",control,['70832037']
8,simple_pos_conj,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers have the digits 9 and 0?",control,['99264077']
8,comp_neg_conj,"In the list of numbers: 99264077, 36654080, 26792521, 70832037, 67893342, 58372724, which numbers do not have both the digits 0 and 9?",control,"(['36654080', '26792521', '70832037', '67893342', '58372724'], ['58372724'])"
9,simple_pos,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have the digit 3?",experimental,"['04071316', '53925528', '72717360']"
9,simple_neg,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers do not have the digit 9?",experimental,"['04071316', '88748668', '72717360']"
9,simple_pos_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have the digits 9 or 4?",experimental,"(['47589864', '04071316', '53925528', '88748668', '00980177'], ['04071316', '53925528', '88748668', '00980177'])"
9,comp_pos_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have either the digits 3 or 9?",experimental,"(['47589864', '04071316', '00980177', '72717360'], ['47589864', '04071316', '53925528', '00980177', '72717360'])"
9,simple_neg_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers do not have the digits 4 or 3?",experimental,"(['00980177'], ['47589864', '53925528', '88748668', '00980177', '72717360'])"
9,comp_neg_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers do not have either the digits 4 or 3?",experimental,"(['04071316', '00980177'], ['00980177'])"
9,simple_neg_conj,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers do not have the digits 9 and 3?",experimental,"(['47589864', '04071316', '88748668', '00980177', '72717360'], ['88748668'])"
9,inc_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have the digit 4 or 9 or both?",control,"['47589864', '04071316', '53925528', '88748668', '00980177']"
9,ex_dis,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have the digit 4 or 9, but not both?",control,"['04071316', '53925528', '88748668', '00980177']"
9,comp_neg,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have neither the digit 4 nor 9?",control,['72717360']
9,simple_pos_conj,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers have the digits 9 and 4?",control,['47589864']
9,comp_neg_conj,"In the list of numbers: 47589864, 04071316, 53925528, 88748668, 00980177, 72717360, which numbers do not have both the digits 3 and 4?",control,"(['47589864', '53925528', '88748668', '00980177', '72717360'], ['00980177'])"
10,simple_pos,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have the digit 8?",experimental,"['86197075', '52238083', '18466868']"
10,simple_neg,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers do not have the digit 9?",experimental,"['52238083', '18466868', '77162756']"
10,simple_pos_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have the digits 9 or 2?",experimental,"(['86197075', '52238083', '96275012', '67499105', '77162756'], ['86197075', '52238083', '67499105', '77162756'])"
10,comp_pos_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have either the digits 9 or 2?",experimental,"(['86197075', '52238083', '67499105', '77162756'], ['86197075', '52238083', '96275012', '67499105', '77162756'])"
10,simple_neg_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers do not have the digits 8 or 9?",experimental,"(['77162756'], ['52238083', '96275012', '18466868', '67499105', '77162756'])"
10,comp_neg_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers do not have either the digits 2 or 9?",experimental,"(['96275012', '18466868'], ['18466868'])"
10,simple_neg_conj,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers do not have the digits 2 and 9?",experimental,"(['86197075', '52238083', '18466868', '67499105', '77162756'], ['18466868'])"
10,inc_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have the digit 9 or 8 or both?",control,"['86197075', '52238083', '96275012', '18466868', '67499105']"
10,ex_dis,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have the digit 2 or 8, but not both?",control,"['86197075', '96275012', '18466868', '77162756']"
10,comp_neg,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have neither the digit 2 nor 8?",control,['67499105']
10,simple_pos_conj,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers have the digits 8 and 9?",control,['86197075']
10,comp_neg_conj,"In the list of numbers: 86197075, 52238083, 96275012, 18466868, 67499105, 77162756, which numbers do not have both the digits 9 and 2?",control,"(['86197075', '52238083', '18466868', '67499105', '77162756'], ['18466868'])"
